Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0009399~nitrogen fixation	3	3.6144578313253	0.076453613648014	SINMEB_6162, SINMEB_6164, SINMEB_6170	13	14	354	5.83516483516484	0.644398754450597	0.640613746578812	0.640613746578812
GOTERM_BP_DIRECT	GO:0030255~protein secretion by the type IV secretion system	2	2.40963855421687	0.098555961012125	SINMEB_6220, SINMEB_6218	13	3	354	18.1538461538462	0.740460164169777	0.640613746578812	0.640613746578812
												
												
												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0003964~RNA-directed DNA polymerase activity	6	7.2289156626506	2.40E-07	SINMEB_5740	25	6	661	26.44	5.53E-06	5.53E-06	5.53E-06
GOTERM_MF_DIRECT	GO:0003723~RNA binding	6	7.2289156626506	8.21E-07	SINMEB_5740	25	7	661	22.6628571428571	1.89E-05	9.44E-06	9.44E-06
GOTERM_MF_DIRECT	GO:0009055~electron carrier activity	3	3.6144578313253	0.077222061986914	SINMEB_6166, SINMEB_6168, SINMEB_6182	25	13	661	6.10153846153846	0.842516280514977	0.592035808566339	0.592035808566339
