camp_lodi,camp_verb,lodi_verb
SinmeB_5234,SM2011_c00595,SM2011_c01290
SM2011_c03026,SM2011_c01906,SM2011_c03052
SM2011_c01720,SM2011_c04454,SM2011_c01657
SM2011_c00366,SM2011_c01326,SM2011_c01428
SM2011_c00925,SM2011_b21295,SM2011_c00363
SM2011_c03052,SM2011_c01287,SM2011_c03858
SM2011_c00494,SM2011_c03041,SM2011_c03014
SM2011_b21113,SM2011_c01657,SM2011_c00568
SM2011_c03014,SM2011_c01428,SinmeB_6152
SM2011_c00622,SinmeB_6152,SM2011_c02099
SM2011_c03877,SM2011_c02099,SM2011_c04009
SM2011_c04252,SinmeB_5539,SM2011_c01207
SM2011_c00908,SM2011_c03025,SM2011_c01563
SM2011_c03876,SM2011_c04009,SM2011_c03041
SM2011_c04088,SM2011_c01207,SM2011_c00918
SM2011_c00097,SM2011_c01563,SM2011_c04273
SM2011_c00134,SM2011_c00918,SM2011_c04214
SM2011_c01231,SM2011_c03024,SM2011_c01499
SM2011_c00294,SM2011_c03057,SM2011_c03024
SM2011_c00526,SM2011_c01812,SM2011_b20647
SM2011_b21097,SinmeB_5234,SM2011_c03057
SM2011_c02090,SM2011_c01720,SM2011_c00925
SM2011_b21418,SM2011_c00366,SM2011_c00494
SM2011_c00077,SM2011_c03028,SM2011_b21113
SM2011_c03025,SM2011_c00622,SM2011_c03877
SM2011_c00488,SM2011_c04252,SM2011_c00134
SM2011_c02500,SM2011_c00908,SM2011_c01231
SM2011_c02284,SM2011_c03876,SM2011_c00526
SM2011_b21252,SM2011_c04088,SM2011_c03044
SM2011_c01192,SM2011_c00097,SM2011_c03028
SM2011_c00993,SM2011_c00294,SM2011_b21418
SM2011_c02091,SM2011_b21097,SM2011_c00077
SM2011_c03044,SM2011_c02090,SM2011_c02284
SM2011_c03042,SM2011_c03042,SM2011_c01192
SM2011_c03029,SM2011_c00488,SM2011_c00993
SM2011_c03071,SM2011_c02500,SM2011_c02091
SM2011_c03048,SM2011_b21252,SM2011_c03048
SM2011_c00986,SM2011_c03029,SM2011_c00088
SinmeB_6188,SM2011_c03071,SM2011_c03050
SM2011_c03047,SM2011_c00088,SM2011_c00765
SM2011_c03022,SM2011_c00986,SM2011_c03046
SM2011_c01468,SM2011_c03050,SM2011_c03007
SM2011_c03021,SM2011_c00765,SM2011_c03022
SinmeB_5826,SinmeB_6188,SinmeB_5826
SM2011_c03034,SM2011_c03047,SinmeB_5828
SM2011_c03051,SM2011_c03046,SM2011_c01468
SM2011_c01104,SM2011_c03007,SM2011_c03034
SM2011_c03008,SinmeB_5828,SM2011_c01104
SM2011_c03033,SM2011_c03021,SM2011_c00565
SM2011_c01313,SM2011_c03051,SM2011_c01306
SM2011_c01306,SM2011_c03008,SM2011_c03039
SinmeB_6156,SM2011_c03033,SM2011_c01283
SM2011_c03039,SM2011_c00565,SM2011_c01292
SM2011_c01283,SM2011_c01313,SM2011_c01312
SM2011_c03772,SinmeB_6156,SM2011_c03772
SM2011_c01314,SM2011_c01292,SM2011_c01314
SM2011_c02100,SM2011_c01312,SM2011_c02582
SM2011_c01294,SM2011_c02582,SM2011_c01308
SM2011_c01309,SM2011_c01308,SinmeB_5824
SinmeB_5821,SM2011_c02100,SinmeB_5820
SM2011_c00325,SinmeB_5824,SM2011_c01294
SM2011_c01319,SinmeB_5820,SM2011_c01304
SinmeB_5825,SM2011_c01304,SM2011_c02482
SM2011_c01293,SM2011_c01309,SM2011_c00325
SM2011_c03072,SinmeB_5825,SM2011_c01300
SM2011_c01302,SinmeB_5821,SM2011_c01319
SM2011_c01301,SM2011_c02482,SinmeB_6198
SM2011_c02479,SM2011_c01300,SM2011_c03072
SM2011_c01297,SM2011_c01293,SM2011_c01302
SinmeB_6189,SinmeB_6198,SM2011_c01804
SM2011_c02483,SM2011_c01301,SM2011_c03032
SM2011_c01333,SM2011_c01804,SM2011_c00335
SM2011_c00912,SM2011_c03032,SM2011_b21294
SM2011_c01215,SM2011_c02479,SM2011_c02695
SinmeB_5985,SM2011_b21294,SM2011_c01296
SM2011_c02101,SM2011_c00335,SM2011_b21403
SM2011_c03022,SM2011_c01297,SinmeB_6189
SinmeB_5760,SM2011_c02695,SM2011_c00485
SinmeB_6160,SM2011_c01296,SinmeB_6159
SM2011_c04325,SM2011_b21403,SM2011_c03022
SM2011_c02480,SinmeB_6159,SM2011_c00912
SM2011_c01095,SM2011_c00485,SM2011_c01333
SM2011_c03034,SinmeB_5985,SinmeB_5760
SM2011_c00986,SM2011_c02483,SM2011_c02101
SM2011_c03029,SinmeB_6160,SinmeB_6186
SinmeB_5822,SM2011_c01215,SM2011_c04325
SinmeB_6203,SinmeB_6186,SM2011_c03863
SinmeB_6175,SM2011_c03863,SM2011_c03046
SM2011_c02282,SM2011_c03046,SM2011_c00591
SM2011_c03051,SM2011_c00591,SM2011_c03034
SM2011_c01907,SM2011_c00986,SM2011_c02480
SM2011_c03047,SinmeB_5536,SinmeB_5536
SM2011_c03030,SM2011_c03032,SinmeB_6172
SM2011_c03044,SinmeB_6172,SM2011_c03032
SM2011_c03112,SM2011_c01095,SM2011_c04346
SM2011_c02485,SM2011_c03029,SinmeB_5822
SM2011_c01907,SM2011_c04346,SinmeB_6203
SM2011_c03818,SM2011_c03969,SM2011_c03969
SinmeB_6211,SM2011_b21403,SM2011_b21403
SM2011_c03172,SinmeB_6175,SM2011_c04346
SM2011_c03112,SM2011_c03050,SM2011_c03050
SM2011_c03048,SM2011_c04346,SM2011_c03030
SM2011_c02755,SM2011_c03051,SinmeB_6198
SM2011_c02483,SM2011_c03047,SM2011_c03044
SM2011_c03014,SinmeB_6198,SinmeB_5749
SM2011_c03251,SM2011_c01907,SM2011_c03028
SM2011_c00912,SM2011_c02282,SM2011_c01237
SM2011_c01104,SM2011_c03028,SM2011_c00816
SM2011_c01301,SinmeB_5749,SM2011_c00365
SinmeB_5759,SinmeB_6211,SM2011_c02485
SM2011_c04325,SM2011_c03112,SM2011_c03818
SinmeB_6157,SM2011_c01237,SM2011_c03024
SM2011_c03252,SM2011_c01907,SM2011_c03048
SinmeB_6165,SM2011_c00816,SM2011_c03014
SinmeB_6145,SM2011_c00365,SM2011_c00816
SM2011_c03052,SM2011_c03024,SinmeB_6206
SM2011_c03039,SM2011_c03112,SM2011_c01104
SM2011_c02755,SM2011_c03172,SinmeB_6147
SM2011_c01095,SM2011_c03251,SM2011_c00912
SM2011_c03818,SM2011_c00816,SinmeB_5820
SM2011_c03172,SinmeB_6206,SinmeB_6157
SM2011_c02485,SM2011_c02483,SM2011_c03983
SM2011_c01302,SinmeB_6147,SinmeB_5536
SM2011_c03072,SinmeB_5759,SM2011_c03252
SM2011_c02282,SM2011_c02755,SinmeB_6165
SM2011_c03025,SinmeB_5820,SM2011_c04325
SM2011_c03033,SM2011_c01301,SinmeB_6145
SM2011_c02479,SinmeB_5536,SM2011_c03052
SM2011_c02100,SM2011_c03983,SM2011_c01296
SM2011_c03042,SM2011_c01296,SM2011_c01237
SM2011_c02101,SM2011_c01237,SM2011_c03983
SinmeB_6169,SM2011_c00591,SM2011_c00591
SM2011_c03026,SM2011_c03983,SM2011_c01304
SinmeB_6164,SM2011_c01304,SM2011_c03039
SM2011_c01306,SM2011_c03041,SM2011_c03041
SinmeB_6201,SinmeB_5232,SinmeB_5232
SinmeB_6195,SM2011_c00365,SM2011_c00365
SinmeB_5821,SM2011_c01804,SM2011_c01804
SM2011_c01333,SM2011_c00335,SM2011_c00335
SM2011_c01294,SM2011_c01095,SinmeB_6172
SinmeB_6196,SM2011_c02755,SM2011_c02695
SM2011_c03071,SinmeB_6172,SM2011_c03818
SinmeB_6195,SM2011_c03025,SM2011_c01302
SM2011_c02480,SM2011_c02695,SM2011_c03969
SM2011_c03008,SM2011_c03969,SM2011_c01300
SM2011_c01215,SM2011_c01300,SM2011_c02485
SM2011_c00325,SM2011_c03020,SM2011_c03072
SM2011_c01314,SM2011_c03042,SM2011_c03020
SM2011_c01468,SM2011_c03172,SinmeB_6163
SM2011_c01297,SM2011_c03033,SM2011_c01308
SM2011_c01313,SM2011_c02282,SM2011_c03026
SM2011_c01309,SinmeB_6163,SM2011_c02101
SM2011_c01293,SM2011_c02100,SM2011_c03863
SM2011_c03987,SM2011_c02479,SM2011_c02482
SM2011_c00922,SM2011_c01308,SinmeB_6168
SM2011_b20617,SinmeB_6169,SM2011_b21294
SM2011_c01780,SM2011_c03863,SM2011_c01306
SM2011_c01319,SM2011_c02482,SM2011_c00485
SM2011_c03021,SinmeB_6168,SinmeB_6196
SinmeB_6024,SinmeB_6195,SM2011_c03057
SM2011_c00737,SinmeB_6164,SM2011_c01333
SM2011_b21143,SM2011_b21294,SM2011_c02582
SinmeB_6531,SinmeB_6201,SM2011_c01294
SM2011_b20955,SM2011_c00485,SM2011_b21212
SM2011_c01597,SinmeB_6195,SinmeB_5659
SinmeB_6156,SM2011_c03071,SM2011_b21314
SinmeB_6618,SM2011_c03057,SM2011_c01488
SM2011_c02433,SinmeB_5821,SM2011_c02480
SM2011_c03971,SM2011_c02582,SM2011_c01314
SM2011_b21266,SM2011_c03008,SM2011_c01176
SM2011_c04165,SM2011_c01215,SM2011_c01468
SinmeB_6169,SM2011_c01292,SM2011_c00032
SinmeB_6148,SM2011_b21212,SM2011_c01292
SM2011_b21481,SM2011_c01313,SM2011_c00325
SM2011_c00818,SM2011_c01297,SM2011_c02633
SinmeB_6149,SM2011_c01309,SM2011_b21676
SM2011_c00518,SM2011_c01293,SM2011_c04163
SM2011_c00885,SinmeB_5659,SM2011_c00517
SM2011_c02841,SM2011_b21314,SM2011_b20615
SM2011_c00607,SM2011_c01488,SM2011_c01312
SM2011_c03176,SM2011_c01176,SM2011_b20829
SM2011_c03004,SM2011_c00032,SM2011_c01319
SM2011_c01788,SM2011_c02633,SM2011_b20140
SM2011_b20171,SM2011_c03021,SM2011_c02433
SM2011_c04321,SM2011_c01312,SM2011_c02344
SM2011_c02250,SM2011_b21676,SM2011_c00565
SM2011_c02583,SM2011_c04163,SM2011_b20957
SinmeB_6182,SM2011_c00517,SinmeB_6168
SM2011_b21486,SinmeB_6169,SinmeB_6149
SM2011_c03998,SinmeB_6156,SM2011_b20746
SM2011_c01283,SM2011_b20615,SM2011_b20943
SM2011_c03251,SinmeB_6148,SM2011_b21480
SinmeB_5322,SinmeB_6168,SM2011_b20167
SM2011_c03009,SM2011_c00565,SinmeB_6182
SM2011_b20961,SM2011_c03004,SM2011_c01459
SM2011_c01819,SM2011_b20829,SinmeB_6305
SinmeB_6148,SM2011_b20140,SM2011_c03009
SM2011_c03772,SM2011_c02344,SM2011_b20331
SinmeB_5985,SM2011_b20957,SM2011_c03007
SinmeB_6195,SM2011_c03251,SM2011_c01283
SM2011_b21145,SM2011_b20746,SM2011_c00088
SM2011_c01467,SM2011_b20943,SM2011_c03772
SinmeB_6182,SM2011_c03007,SM2011_c00765
SinmeB_6188,SinmeB_5985,SinmeB_6182
SM2011_b20748,SinmeB_6195,SinmeB_5290
SM2011_c03251,SinmeB_6148,SinmeB_5647
SinmeB_6161,SM2011_b21480,SM2011_c00737
SM2011_b21498,SM2011_b20167,SinmeB_6531
SM2011_b20186,SM2011_c00088,SM2011_b20955
SM2011_b20960,SM2011_c01459,SM2011_c01597
SinmeB_6201,SinmeB_6305,SinmeB_5828
SM2011_c01509,SM2011_c00765,SM2011_c00795
SinmeB_6149,SM2011_b20331,SM2011_c03971
SM2011_b20846,SM2011_c03251,SinmeB_6161
SinmeB_6182,SinmeB_6188,SM2011_b21266
SinmeB_5388,SM2011_c03987,SinmeB_5359
SM2011_c03012,SM2011_c00922,SM2011_c00885
SinmeB_5731,SinmeB_5828,SM2011_c02841
SinmeB_5822,SM2011_b20617,SM2011_c00607
SinmeB_6196,SM2011_c01780,SM2011_c03176
SinmeB_6196,SinmeB_5290,SM2011_c01788
SinmeB_5733,SinmeB_5647,SinmeB_6149
SinmeB_6161,SinmeB_6024,SinmeB_6182
SM2011_c01504,SM2011_b21143,SM2011_b20214
SM2011_b21298,SinmeB_6201,SM2011_c04320
SinmeB_6157,SM2011_c00795,SinmeB_5822
SM2011_b20338,SinmeB_6618,SinmeB_6196
SM2011_c00772,SinmeB_5359,SinmeB_6196
SM2011_c00766,SM2011_c04165,SM2011_b21486
SinmeB_6189,SM2011_c03012,SM2011_c03998
SM2011_b21504,SM2011_b21481,SinmeB_6161
SM2011_b20359,SM2011_c00818,SinmeB_6157
SM2011_c01437,SM2011_c00518,SinmeB_5322
SinmeB_6528,SM2011_b20171,SM2011_b20961
SM2011_b21228,SM2011_c04321,SinmeB_6163
SM2011_c02511,SinmeB_6163,SM2011_c01819
SM2011_b20251,SM2011_b20214,SinmeB_6581
SinmeB_6175,SM2011_c02250,SinmeB_5749
SinmeB_6164,SM2011_c02583,SinmeB_6189
SinmeB_5760,SinmeB_5749,SinmeB_5232
SM2011_b20477,SM2011_c04320,SM2011_b21145
SinmeB_6175,SinmeB_5232,SM2011_b21066
SinmeB_6145,SinmeB_6175,SM2011_c02174
SM2011_c00800,SinmeB_6581,SinmeB_5760
SM2011_b21414,SM2011_c01467,SinmeB_6147
SinmeB_6164,SinmeB_6147,SM2011_b20186
SinmeB_5716,SinmeB_6164,SinmeB_5232
SinmeB_6161,SinmeB_6175,SinmeB_6145
SinmeB_5759,SM2011_b21066,SinmeB_6206
SM2011_c01981,SinmeB_5232,SM2011_c01509
SM2011_c02019,SinmeB_6206,SM2011_b20846
SinmeB_5627,SM2011_b20748,SinmeB_6161
SinmeB_6211,SM2011_c02174,SinmeB_6159
SM2011_c02433,SM2011_b21498,SinmeB_5733
SinmeB_6145,SinmeB_6164,SinmeB_6145
SM2011_c03252,SinmeB_5759,SM2011_c03252
SinmeB_6157,SM2011_b20960,SM2011_c02433
SM2011_c00642,SinmeB_6211,SM2011_b21298
SM2011_c02433,SinmeB_6159,SM2011_c00772
SM2011_c03844,SinmeB_5388,SM2011_b21504
SinmeB_6203,SinmeB_5731,SinmeB_6157
SinmeB_6165,SM2011_c01504,SM2011_b20359
SinmeB_5759,SinmeB_6168,SinmeB_5728
SinmeB_6218,SinmeB_6147,SinmeB_6203
SinmeB_6622,SM2011_b20338,SinmeB_6168
SM2011_c03252,SM2011_c00766,SM2011_b21228
SinmeB_6203,SinmeB_5759,SinmeB_6147
SinmeB_5825,SinmeB_5728,SM2011_c02433
SinmeB_5826,SM2011_c01437,SinmeB_6165
SM2011_b20991,SinmeB_6528,SM2011_c02511
SM2011_c00345,SinmeB_5478,SM2011_b20251
SinmeB_6165,SinmeB_5825,SinmeB_5478
SinmeB_5644,SM2011_c00800,SM2011_b20477
SinmeB_6170,SM2011_b21414,SM2011_c03252
SinmeB_5825,SM2011_b21133,SinmeB_6203
SinmeB_5501,SinmeB_5824,SM2011_b21133
SinmeB_6149,SinmeB_6163,SM2011_c01981
SinmeB_6285,SinmeB_5716,SM2011_c02019
SM2011_c03814,SinmeB_5825,SinmeB_5826
SinmeB_6211,SinmeB_6186,SinmeB_5627
SinmeB_6148,SM2011_c03244,SinmeB_6163
SM2011_c01591,SinmeB_5749,SinmeB_5824
SM2011_c01723,SM2011_c02277,SM2011_c03244
SM2011_b21362,SM2011_c03844,SinmeB_6165
SinmeB_6201,SinmeB_6211,SM2011_c00642
SM2011_b20954,SM2011_b20018,SinmeB_6186
SinmeB_6169,SinmeB_6148,SM2011_c02277
SM2011_b20143,SM2011_b20975,SM2011_b20018
SM2011_c04146,SinmeB_6169,SinmeB_6622
SinmeB_5645,SinmeB_6201,SinmeB_6149
SinmeB_6271,SM2011_b20991,SinmeB_5749
SM2011_b20161,SinmeB_6206,SM2011_b20975
SinmeB_5822,SM2011_b21493,SinmeB_6218
SM2011_b20786,SM2011_c00345,SM2011_b21493
SM2011_b20049,SinmeB_5991,SinmeB_5643
SM2011_b20467,SinmeB_5643,SM2011_c04238
SinmeB_5991,SM2011_c04238,SM2011_b20571
SM2011_c06500,SM2011_b20571,SinmeB_6206
SM2011_b20467,SinmeB_5824,SinmeB_5822
SinmeB_6271,SinmeB_5644,SinmeB_5501
SM2011_c04307,SM2011_b21493,SinmeB_6285
SinmeB_5082,SinmeB_5742,SM2011_b21493
SinmeB_6360,SM2011_c02277,SinmeB_5742
SinmeB_6160,SinmeB_6160,SinmeB_5824
SM2011_c04171,SM2011_c03814,SM2011_c02277
SM2011_c03970,SM2011_c01591,SinmeB_5777
SinmeB_6160,SinmeB_6160,SinmeB_6170
SM2011_b20954,SinmeB_5777,SM2011_b20872
SinmeB_5456,SM2011_b20872,SM2011_c01723
SinmeB_6060,SM2011_b20454,SM2011_b20454
SinmeB_5082,SM2011_b21245,SM2011_b21245
SM2011_c04307,SM2011_b20954,SinmeB_5742
SinmeB_6313,SinmeB_6186,SM2011_b21362
SM2011_b20049,SinmeB_5742,SM2011_c04146
SM2011_c02345,SinmeB_6271,SM2011_b20018
SM2011_c04183,SM2011_b20018,SM2011_b20049
SM2011_b21227,SM2011_b20467,SinmeB_6186
SM2011_c03970,SM2011_b20872,SM2011_b20872
SM2011_b21590,SM2011_b21245,SM2011_b21245
SM2011_c01591,SM2011_b20467,SM2011_b20786
SM2011_c01242,SM2011_c01983,SM2011_c06500
SM2011_b21597,SM2011_c03282,SM2011_c01983
SM2011_b20575,SM2011_b20975,SM2011_c03282
SM2011_c04034,SinmeB_6271,SM2011_c02350
SM2011_c00345,SM2011_c02350,SM2011_b20975
SM2011_c02648,SM2011_b20143,SM2011_c04307
SinmeB_6033,SM2011_c03970,SinmeB_5082
SinmeB_6285,SM2011_b20954,SinmeB_5645
SM2011_c02648,SinmeB_6060,SinmeB_6360
SM2011_c04014,SinmeB_6313,SM2011_b20161
SM2011_c03167,SinmeB_6159,SM2011_c04171
SM2011_b20991,SM2011_c03970,SinmeB_5456
SinmeB_6033,SinmeB_5153,SinmeB_5082
SM2011_c04146,SM2011_c01591,SM2011_c04307
SinmeB_6360,SM2011_b21590,SM2011_b20049
SinmeB_5760,SM2011_c02345,SM2011_c03167
SM2011_b21445,SM2011_c00982,SinmeB_5153
SM2011_c00801,SM2011_c04180,SinmeB_6159
SM2011_b21445,SM2011_c04180,SM2011_c00982
SinmeB_6313,SM2011_c00345,SM2011_c04183
SM2011_b20047,SM2011_c01242,SinmeB_5760
SM2011_b21456,SM2011_b20454,SM2011_c04180
SM2011_c02254,SM2011_b21227,SM2011_c04180
SinmeB_5456,SM2011_c04014,SM2011_b21597
SM2011_b20246,SM2011_c03282,SM2011_b20575
SinmeB_6060,SM2011_b20991,SM2011_c02648
SinmeB_5650,SinmeB_5985,SM2011_b20454
SM2011_b21691,SM2011_b21294,SM2011_c04034
SM2011_b21356,SM2011_b20571,SinmeB_6033
SM2011_b20992,SM2011_c02871,SinmeB_6285
SM2011_b20726,SinmeB_5153,SM2011_c03282
SM2011_c04034,SM2011_b21445,SM2011_c02648
SinmeB_5650,SinmeB_6313,SM2011_c04146
SinmeB_5743,SM2011_b21445,SinmeB_6033
SM2011_b20575,SM2011_b20047,SinmeB_6360
SM2011_c01985,SinmeB_6269,SM2011_c02871
SinmeB_5501,SinmeB_6060,SM2011_b20571
SM2011_b20047,SM2011_b21356,SinmeB_5153
SM2011_b21597,SM2011_b20246,SinmeB_5456
SM2011_b20992,SM2011_b20724,SM2011_c00801
SinmeB_5985,SM2011_b21691,SM2011_b21456
SM2011_c00736,SinmeB_5743,SM2011_b21294
SinmeB_5316,SM2011_c00736,SinmeB_6269
SM2011_c00736,SM2011_b21133,SinmeB_5650
SM2011_c01186,SM2011_c00736,SM2011_c02254
SM2011_b21456,SM2011_b20047,SM2011_b20724
SM2011_c02346,SM2011_c00982,SM2011_b20992
SM2011_c04171,SM2011_c01985,SM2011_c04034
SinmeB_5173,SinmeB_5316,SinmeB_5650
SinmeB_5495,SM2011_c04238,SM2011_b20726
SinmeB_6189,SinmeB_5173,SinmeB_5501
SM2011_b20843,SM2011_c02350,SM2011_b20575
SM2011_b21590,SinmeB_5989,SM2011_b21597
SM2011_c06500,SinmeB_5643,SM2011_b21133
SM2011_c04182,SM2011_b20843,SinmeB_6189
SinmeB_5649,SM2011_c01186,SM2011_c00982
SM2011_c02346,SinmeB_5777,SM2011_b20992
SM2011_b22010,SM2011_b21590,SM2011_c04238
SinmeB_6622,SinmeB_5495,SM2011_b21456
SinmeB_5077,SinmeB_5077,SM2011_c04171
SM2011_b22010,SM2011_c00736,SM2011_c02350
SinmeB_5644,SM2011_c03244,SM2011_c02346
SM2011_c00736,SM2011_c04182,SinmeB_5643
SinmeB_5743,SinmeB_5989,SinmeB_5989
SM2011_b20843,SinmeB_5649,SinmeB_5777
SM2011_c01723,SM2011_b20843,SM2011_c06500
SM2011_c00953,SinmeB_5644,SM2011_b22010
SM2011_c04014,SM2011_c00953,SinmeB_6622
SM2011_c00953,SinmeB_5743,SM2011_c02346
SM2011_b21356,SM2011_c00953,SM2011_c03244
SM2011_c03814,SM2011_c04014,SM2011_b22010
SinmeB_5826,SM2011_b21356,SinmeB_5826
SM2011_b20786,SM2011_c03107,SinmeB_5989
SinmeB_5262,SM2011_c03107,SM2011_c01723
SinmeB_5077,SM2011_c03814,SM2011_c03107
SM2011_c02594,SinmeB_5077,SM2011_c03107
SinmeB_5224,SM2011_c04187,SM2011_b20786
SinmeB_5173,SinmeB_6269,SinmeB_5262
SM2011_c00953,SinmeB_6473,SM2011_c04187
SM2011_c00801,SM2011_c00953,SinmeB_6269
SM2011_c02345,SinmeB_5173,SinmeB_5224
SM2011_b20843,SM2011_c02871,SM2011_c02594
SM2011_c01242,SM2011_b20843,SinmeB_6473
SinmeB_5173,SinmeB_5173,SM2011_c02871
SM2011_c02254,SinmeB_6269,SM2011_c00801
SM2011_b20246,SM2011_c02345,SinmeB_6269
SM2011_b20725,SM2011_c01242,SM2011_c02254
SM2011_c04207,SinmeB_6473,SinmeB_6473
SM2011_c04183,SinmeB_5991,SinmeB_6473
SM2011_c04182,SM2011_b20246,SM2011_c04183
SM2011_c02594,SM2011_c04207,SM2011_c02594
SinmeB_5077,SinmeB_6473,SinmeB_5224
SinmeB_5224,SM2011_b20725,SM2011_c03107
SinmeB_5991,SinmeB_5077,SinmeB_5224
SM2011_b21691,SM2011_c04182,SinmeB_6269
SinmeB_5316,SM2011_c03107,SM2011_b21362
SM2011_c01985,SinmeB_5077,SinmeB_5224
SinmeB_5077,SinmeB_5316,SM2011_c04187
SinmeB_5224,SM2011_b21691,SinmeB_5262
SM2011_b21362,SM2011_c01985,SM2011_c02594
SinmeB_5987,SinmeB_6269,SinmeB_5987
SinmeB_5262,SM2011_c04187,SM2011_c01448
SinmeB_5224,SM2011_c00953,SM2011_c01448
SM2011_c02594,SM2011_c04014,SM2011_b22010
SM2011_c04014,SM2011_c04207,SM2011_c04187
SM2011_c01448,SM2011_c04187,SM2011_c03107
SM2011_c01448,SM2011_c04207,SM2011_b20726
SM2011_c00953,SM2011_b20573,SinmeB_5262
SM2011_b22010,SM2011_c03107,SinmeB_6473
SM2011_c04207,SinmeB_5649,SM2011_b20724
SM2011_b20573,SM2011_b21356,SM2011_c01448
SM2011_c04207,SM2011_b20573,SM2011_c01448
SM2011_b20726,SinmeB_6473,SM2011_b20724
SinmeB_5649,SM2011_c04207,SM2011_b20726
SM2011_b20573,SM2011_b20724,SM2011_c03252
SM2011_b21356,SinmeB_5743,NA
SinmeB_5262,SM2011_b20725,NA
SM2011_c04207,SinmeB_5316,NA
SM2011_c01448,SM2011_b20724,NA
SinmeB_5743,SM2011_b21590,NA
SM2011_b20725,SM2011_b20725,NA
SM2011_c01448,SM2011_c03021,NA
SinmeB_5316,NA,NA
SM2011_b20726,NA,NA
SM2011_b21590,NA,NA
SM2011_b20725,NA,NA
SM2011_c03252,NA,NA
SM2011_c03021,NA,NA
NA,NA,NA
